,mac,rssi,timestamp,name,seq,scanner_ip
22742,57:58:9d:76:05:c3,-70,1741727882157,Unknown,39464,10.26.2.196
22743,57:9a:5b:84:96:c1,-58,1741727882458,Unknown,40311,10.26.2.134
22744,57:58:9d:76:05:c3,-76,1741727882516,Unknown,40896,10.26.2.166
22745,51:02:11:6a:65:e4,-85,1741727882638,Unknown,39509,10.26.2.133
22746,cd:ab:71:16:ff:00,-72,1741727882147,Unknown,39463,10.26.2.196
22747,57:58:9d:76:05:c3,-70,1741727882157,Unknown,39464,10.26.2.196
22748,6b:1e:4f:4d:fa:64,-84,1741727882167,Bose Flex 2 SoundLink,39465,10.26.2.196
22749,57:9a:5b:84:96:c1,-64,1741727882537,Unknown,40897,10.26.2.166
22750,51:02:11:6a:65:e4,-84,1741727882177,Unknown,39466,10.26.2.196
22751,61:05:61:7a:46:0c,-67,1741727882070,Unknown,39433,10.26.2.131
22752,cd:ab:71:16:ff:00,-69,1741727882073,Unknown,39434,10.26.2.131
22753,57:58:9d:76:05:c3,-73,1741727882082,Unknown,39435,10.26.2.131
22754,51:02:11:6a:65:e4,-90,1741727882540,Unknown,40898,10.26.2.166
22755,07:75:e9:d5:4a:d5,-84,1741727882184,Unknown,39436,10.26.2.131
22756,44:27:45:89:45:3b,-89,1741727882188,[LG] webOS TV OLED83G4WUA,39437,10.26.2.131
22757,07:75:e9:d5:4a:d5,-84,1741727882184,Unknown,39436,10.26.2.131
22758,61:fd:fa:88:72:70,-66,1741727882249,Unknown,39467,10.26.2.196
22759,61:fd:fa:88:72:70,-66,1741727882249,Unknown,39467,10.26.2.196
22760,44:27:45:89:45:3b,-89,1741727882188,[LG] webOS TV OLED83G4WUA,39437,10.26.2.131
22761,26:c5:c4:86:d5:11,-91,1741727882250,Unknown,39468,10.26.2.196
22762,07:75:e9:d5:4a:d5,-84,1741727882259,Unknown,39469,10.26.2.196
22763,44:27:45:89:45:3b,-91,1741727882263,Unknown,39470,10.26.2.196
22764,80:c3:ba:12:24:67,-73,1741727882268,Unknown,39471,10.26.2.196
22765,80:c3:ba:12:24:67,-76,1741727882192,Unknown,39438,10.26.2.131
22766,c1:06:9c:02:4d:2d,-81,1741727882270,Unknown,39472,10.26.2.196
22767,c1:06:9c:02:4d:2d,-82,1741727882195,Unknown,39439,10.26.2.131
22768,58:90:18:81:17:59,-71,1741727882197,Unknown,39440,10.26.2.131
22769,2d:33:0c:90:44:01,-83,1741727882810,Unknown,39510,10.26.2.133
22770,49:cd:60:a6:b1:c5,-63,1741727882652,Unknown,40312,10.26.2.134
22771,58:90:18:81:17:59,-65,1741727882359,Unknown,39473,10.26.2.196
22772,49:cd:60:a6:b1:c5,-58,1741727882820,Unknown,39511,10.26.2.133
22773,2d:33:0c:90:44:01,-83,1741727882810,Unknown,39510,10.26.2.133
22774,49:cd:60:a6:b1:c5,-63,1741727882652,Unknown,40312,10.26.2.134
22775,49:cd:60:a6:b1:c5,-58,1741727882820,Unknown,39511,10.26.2.133
22776,58:90:18:81:17:59,-65,1741727882359,Unknown,39473,10.26.2.196
22777,49:cd:60:a6:b1:c5,-72,1741727882364,Unknown,39474,10.26.2.196
22778,7d:ef:fe:22:87:51,-55,1741727882659,Unknown,40313,10.26.2.134
22779,7d:ef:fe:22:87:51,-71,1741727882382,Unknown,39475,10.26.2.196
22780,7d:ef:fe:22:87:51,-64,1741727882838,Unknown,39512,10.26.2.133
22781,5a:e0:43:b4:79:2e,-65,1741727882385,Unknown,39476,10.26.2.196
22782,49:cd:60:a6:b1:c5,-66,1741727882723,Unknown,40899,10.26.2.166
22783,7d:ef:fe:22:87:51,-69,1741727882731,Unknown,40900,10.26.2.166
22784,5a:e0:43:b4:79:2e,-67,1741727882842,Unknown,39513,10.26.2.133
22785,2d:33:0c:90:44:01,-83,1741727882278,Unknown,39441,10.26.2.131
22786,3c:54:fa:51:6d:83,-93,1741727882738,Unknown,40901,10.26.2.166
22787,40:bb:ce:a2:7b:fe,-82,1741727882280,3d0dc6dc,39442,10.26.2.131
22788,61:fd:fa:88:72:70,-67,1741727882286,Unknown,39443,10.26.2.131
22789,49:cd:60:a6:b1:c5,-68,1741727882289,Unknown,39444,10.26.2.131
22790,7d:ef:fe:22:87:51,-57,1741727882296,Unknown,39445,10.26.2.131
22791,53:df:41:06:3b:b4,-66,1741727882933,Unknown,39514,10.26.2.133
22792,22:92:d6:bc:87:84,-83,1741727882935,Unknown,39515,10.26.2.133
22793,79:03:7c:09:8f:9c,-86,1741727882458,Unknown,39477,10.26.2.196
22794,53:df:41:06:3b:b4,-67,1741727882477,Unknown,39478,10.26.2.196
22795,58:05:a3:6a:29:2f,-89,1741727882744,Unknown,40314,10.26.2.134
22796,22:92:d6:bc:87:84,-87,1741727882479,Unknown,39479,10.26.2.196
22797,53:df:41:06:3b:b4,-67,1741727882477,Unknown,39478,10.26.2.196
22798,7f:5c:7c:60:b2:fa,-80,1741727882481,Unknown,39480,10.26.2.196
22799,5a:e0:43:b4:79:2e,-74,1741727882383,Unknown,39446,10.26.2.131
22800,dd:7a:96:e8:22:d8,-63,1741727882387,Unknown,39447,10.26.2.131
22801,dd:7a:96:e8:22:d8,-65,1741727882820,Unknown,40902,10.26.2.166
22802,53:df:41:06:3b:b4,-73,1741727882404,Unknown,39448,10.26.2.131
22803,53:df:41:06:3b:b4,-61,1741727882838,Unknown,40903,10.26.2.166
22804,7f:5c:7c:60:b2:fa,-83,1741727882405,Unknown,39449,10.26.2.131
22805,4f:a5:8a:cb:af:89,-65,1741727882583,Unknown,39481,10.26.2.196
22806,53:df:41:06:3b:b4,-67,1741727882857,Unknown,40315,10.26.2.134
22807,79:03:7c:09:8f:9c,-67,1741727882502,Unknown,39450,10.26.2.131
22808,79:03:7c:09:8f:9c,-66,1741727882864,Unknown,40316,10.26.2.134
22809,4f:a5:8a:cb:af:89,-73,1741727882870,Unknown,40317,10.26.2.134
22810,4f:a5:8a:cb:af:89,-71,1741727882942,Unknown,40904,10.26.2.166
22811,4f:a5:8a:cb:af:89,-67,1741727882508,Unknown,39451,10.26.2.131
22812,79:03:7c:09:8f:9c,-66,1741727882864,Unknown,40316,10.26.2.134
22813,79:03:7c:09:8f:9c,-67,1741727882502,Unknown,39450,10.26.2.131
22814,4f:a5:8a:cb:af:89,-73,1741727882870,Unknown,40317,10.26.2.134
22815,4f:a5:8a:cb:af:89,-71,1741727882942,Unknown,40904,10.26.2.166
22816,4f:a5:8a:cb:af:89,-67,1741727882508,Unknown,39451,10.26.2.131
22817,4c:4f:28:51:aa:5c,-63,1741727883115,Unknown,39516,10.26.2.133
22818,4c:4f:28:51:aa:5c,-61,1741727882653,Unknown,39482,10.26.2.196
22819,4c:4f:28:51:aa:5c,-73,1741727883032,Unknown,40905,10.26.2.166
22820,6f:fd:ff:6c:8a:21,-68,1741727882674,Unknown,39483,10.26.2.196
22821,4c:4f:28:51:aa:5c,-59,1741727882940,Unknown,40318,10.26.2.134
22822,6f:fd:ff:6c:8a:21,-68,1741727882674,Unknown,39483,10.26.2.196
22823,4c:4f:28:51:aa:5c,-59,1741727882940,Unknown,40318,10.26.2.134
22824,5a:e0:43:b4:79:2e,-53,1741727882942,Unknown,40319,10.26.2.134
22825,4c:4f:28:51:aa:5c,-61,1741727882578,Unknown,39452,10.26.2.131
22826,6f:fd:ff:6c:8a:21,-67,1741727882954,LE-Bose NC 700 HP,40320,10.26.2.134
22827,53:df:41:06:3b:b4,-72,1741727883117,Unknown,39517,10.26.2.133
22828,6f:fd:ff:6c:8a:21,-67,1741727882597,Unknown,39453,10.26.2.131
22829,79:9b:16:0b:1e:30,-65,1741727882965,Unknown,40321,10.26.2.134
22830,c1:06:9c:02:4d:2d,-86,1741727883120,Unknown,39518,10.26.2.133
22831,7f:5c:7c:60:b2:fa,-89,1741727883123,Unknown,39519,10.26.2.133
22832,58:90:18:81:17:59,-67,1741727883124,Unknown,39520,10.26.2.133
22833,6f:fd:ff:6c:8a:21,-77,1741727883126,LE-Bose NC 700 HP,39521,10.26.2.133
22834,79:9b:16:0b:1e:30,-64,1741727882614,Unknown,39454,10.26.2.131
22835,07:75:e9:d5:4a:d5,-87,1741727883129,Unknown,39522,10.26.2.133
22836,61:fd:fa:88:72:70,-72,1741727883036,Unknown,40906,10.26.2.166
22837,61:fd:fa:88:72:70,-67,1741727883134,Unknown,39523,10.26.2.133
22838,79:9b:16:0b:1e:30,-70,1741727883053,Unknown,40907,10.26.2.166
22839,7f:9f:03:ac:27:a0,-95,1741727883055,Unknown,40908,10.26.2.166
22840,22:92:d6:bc:87:84,-90,1741727882616,Unknown,39455,10.26.2.131
22841,79:9b:16:0b:1e:30,-65,1741727883149,Unknown,39524,10.26.2.133
22842,7f:9f:03:ac:27:a0,-88,1741727883151,Unknown,39525,10.26.2.133
22843,40:e0:82:56:b4:ca,-60,1741727883067,Unknown,40322,10.26.2.134
22844,40:e0:82:56:b4:ca,-62,1741727882706,Unknown,39456,10.26.2.131
22845,0d:68:5c:68:2d:e6,-95,1741727882716,Unknown,39457,10.26.2.131
22846,80:c3:ba:12:24:67,-69,1741727883136,Unknown,40909,10.26.2.166
22847,79:9b:16:0b:1e:30,-78,1741727882767,Unknown,39484,10.26.2.196
22848,79:03:7c:09:8f:9c,-73,1741727883222,Unknown,39526,10.26.2.133
22849,40:bb:ce:a2:7b:fe,-77,1741727883229,3d0dc6dc,39527,10.26.2.133
22850,ff:cf:22:3e:be:27,-87,1741727883231,Unknown,39528,10.26.2.133
22851,40:e0:82:56:b4:ca,-60,1741727882782,Unknown,39485,10.26.2.196
22852,79:03:7c:09:8f:9c,-73,1741727883222,Unknown,39526,10.26.2.133
22853,40:bb:ce:a2:7b:fe,-77,1741727883229,3d0dc6dc,39527,10.26.2.133
22854,ff:cf:22:3e:be:27,-87,1741727883231,Unknown,39528,10.26.2.133
22855,40:e0:82:56:b4:ca,-60,1741727882782,Unknown,39485,10.26.2.196
22856,05:45:36:f6:2f:c0,-89,1741727882784,Unknown,39486,10.26.2.196
22857,80:c3:ba:12:24:67,-59,1741727883234,Unknown,39529,10.26.2.133
22858,44:27:45:89:45:3b,-87,1741727883237,[LG] webOS TV OLED83G4WUA,39530,10.26.2.133
22859,40:e0:82:56:b4:ca,-66,1741727883141,Unknown,40910,10.26.2.166
22860,40:e0:82:56:b4:ca,-58,1741727883239,Unknown,39531,10.26.2.133
22861,80:c3:ba:12:24:13,-64,1741727883145,Unknown,40323,10.26.2.134
22862,2d:33:0c:90:44:01,-84,1741727882865,Bose Flex 2 SoundLink,39487,10.26.2.196
22863,6b:39:48:3c:55:5b,-64,1741727882893,Unknown,39488,10.26.2.196
22864,80:c3:ba:12:24:13,-68,1741727882785,Unknown,39458,10.26.2.131
22865,1f:f3:a2:25:e7:39,-89,1741727883148,Unknown,40324,10.26.2.134
22866,80:c3:ba:12:24:13,-64,1741727883180,SW02,40325,10.26.2.134
22867,80:c3:ba:12:24:13,-71,1741727883319,Unknown,39532,10.26.2.133
22868,2d:33:0c:90:44:01,-90,1741727883331,Unknown,39533,10.26.2.133
22869,6b:39:48:3c:55:5b,-84,1741727882811,Unknown,39459,10.26.2.131
22870,80:c3:ba:12:24:13,-71,1741727883319,Unknown,39532,10.26.2.133
22871,80:c3:ba:12:24:13,-70,1741727883234,Unknown,40911,10.26.2.166
22872,5b:c6:bf:32:be:cc,-61,1741727883333,Unknown,39534,10.26.2.133
22873,77:bc:a9:66:ff:e2,-69,1741727883338,Unknown,39535,10.26.2.133
22874,6b:39:48:3c:55:5b,-71,1741727883342,Unknown,39536,10.26.2.133
22875,5b:c6:bf:32:be:cc,-59,1741727883236,Unknown,40912,10.26.2.166
22876,77:bc:a9:66:ff:e2,-62,1741727883241,Unknown,40913,10.26.2.166
22877,63:72:28:10:a0:c4,-85,1741727883352,Unknown,39537,10.26.2.133
22878,6b:39:48:3c:55:5b,-66,1741727883255,Unknown,40914,10.26.2.166
22879,53:18:3d:ff:31:f6,-63,1741727883433,Unknown,39538,10.26.2.133
22880,63:72:28:10:a0:c4,-91,1741727882891,Unknown,39460,10.26.2.131
22881,63:ab:84:05:10:6f,-63,1741727883438,Unknown,39539,10.26.2.133
22882,57:9a:5b:84:96:c1,-63,1741727883449,Unknown,39540,10.26.2.133
22883,40:e0:82:56:b4:ca,-61,1741727883252,Unknown,40326,10.26.2.134
22884,79:92:7e:cb:3f:eb,-63,1741727883452,Unknown,39541,10.26.2.133
22885,61:fd:fa:88:72:70,-67,1741727883260,Unknown,40327,10.26.2.134
22886,40:e0:82:56:b4:ca,-61,1741727883252,Unknown,40326,10.26.2.134
22887,57:9a:5b:84:96:c1,-63,1741727883449,Unknown,39540,10.26.2.133
22888,80:c3:ba:12:24:13,-69,1741727882966,Unknown,39489,10.26.2.196
22889,61:05:61:7a:46:0c,-65,1741727882898,Unknown,39461,10.26.2.131
22890,79:92:7e:cb:3f:eb,-63,1741727883452,Unknown,39541,10.26.2.133
22891,61:05:61:7a:46:0c,-64,1741727882974,Unknown,39490,10.26.2.196
22892,61:fd:fa:88:72:70,-67,1741727883260,Unknown,40327,10.26.2.134
22893,53:18:3d:ff:31:f6,-53,1741727883263,Unknown,40328,10.26.2.134
22894,53:18:3d:ff:31:f6,-64,1741727882980,Unknown,39491,10.26.2.196
22895,c1:06:9c:02:4d:2d,-83,1741727883265,Unknown,40329,10.26.2.134
22896,80:c3:ba:12:24:13,-69,1741727882966,Unknown,39489,10.26.2.196
22897,61:05:61:7a:46:0c,-65,1741727882898,Unknown,39461,10.26.2.131
22898,61:05:61:7a:46:0c,-64,1741727882974,Unknown,39490,10.26.2.196
22899,53:18:3d:ff:31:f6,-53,1741727883263,Unknown,40328,10.26.2.134
22900,53:18:3d:ff:31:f6,-64,1741727882980,Unknown,39491,10.26.2.196
22901,63:ab:84:05:10:6f,-64,1741727882987,Unknown,39492,10.26.2.196
22902,53:18:3d:ff:31:f6,-59,1741727882906,Unknown,39462,10.26.2.131
22903,63:ab:84:05:10:6f,-53,1741727883268,Unknown,40330,10.26.2.134
22904,c1:06:9c:02:4d:2d,-83,1741727883265,Unknown,40329,10.26.2.134
22905,63:ab:84:05:10:6f,-53,1741727883268,Unknown,40330,10.26.2.134
22906,53:18:3d:ff:31:f6,-59,1741727882906,Unknown,39462,10.26.2.131
22907,52:c3:88:1d:6d:a3,-87,1741727882990,Unknown,39493,10.26.2.196
22908,57:9a:5b:84:96:c1,-59,1741727883275,Unknown,40331,10.26.2.134
22909,57:9a:5b:84:96:c1,-71,1741727882993,Unknown,39494,10.26.2.196
22910,63:ab:84:05:10:6f,-60,1741727882914,Unknown,39463,10.26.2.131
22911,57:9a:5b:84:96:c1,-65,1741727882918,Unknown,39464,10.26.2.131
22912,53:18:3d:ff:31:f6,-58,1741727883337,Unknown,40915,10.26.2.166
22913,79:92:7e:cb:3f:eb,-57,1741727883279,Unknown,40332,10.26.2.134
22914,79:92:7e:cb:3f:eb,-71,1741727882995,Unknown,39495,10.26.2.196
22915,57:58:9d:76:05:c3,-65,1741727883283,Unknown,40333,10.26.2.134
22916,79:92:7e:cb:3f:eb,-64,1741727882921,Unknown,39465,10.26.2.131
22917,57:58:9d:76:05:c3,-80,1741727882923,Unknown,39466,10.26.2.131
22918,c1:06:9c:02:4d:2d,-86,1741727883340,Unknown,40916,10.26.2.166
22919,63:ab:84:05:10:6f,-58,1741727883342,Unknown,40917,10.26.2.166
22920,07:75:e9:d5:4a:d5,-87,1741727883348,Unknown,40918,10.26.2.166
22921,57:9a:5b:84:96:c1,-80,1741727883349,Unknown,40919,10.26.2.166
22922,79:92:7e:cb:3f:eb,-81,1741727883352,Unknown,40920,10.26.2.166
22923,57:58:9d:76:05:c3,-59,1741727883531,Unknown,39542,10.26.2.133
22924,23:ec:9c:a8:32:7b,-81,1741727882997,Unknown,39467,10.26.2.131
22925,4f:a5:8a:cb:af:89,-72,1741727883544,Unknown,39543,10.26.2.133
22926,65:cb:df:35:93:7a,-62,1741727883551,Unknown,39544,10.26.2.133
22927,65:cb:df:35:93:7a,-64,1741727883018,Unknown,39468,10.26.2.131
22928,57:58:9d:76:05:c3,-70,1741727883073,Unknown,39496,10.26.2.196
22929,6e:b6:12:49:04:9c,-85,1741727883361,Unknown,40334,10.26.2.134
22930,80:c3:ba:12:24:67,-78,1741727883373,Unknown,40335,10.26.2.134
22931,23:ec:9c:a8:32:7b,-85,1741727883075,Unknown,39497,10.26.2.196
22932,6e:b6:12:49:04:9c,-89,1741727883077,Unknown,39498,10.26.2.196
22933,57:58:9d:76:05:c3,-74,1741727883433,Unknown,40921,10.26.2.166
22934,65:cb:df:35:93:7a,-53,1741727883095,Unknown,39499,10.26.2.196
22935,4f:a5:8a:cb:af:89,-80,1741727883447,Unknown,40922,10.26.2.166
22936,4f:a5:8a:cb:af:89,-77,1741727883375,Unknown,40336,10.26.2.134
22937,07:75:e9:d5:4a:d5,-83,1741727883377,Unknown,40337,10.26.2.134
22938,65:cb:df:35:93:7a,-55,1741727883381,Unknown,40338,10.26.2.134
22939,65:cb:df:35:93:7a,-61,1741727883453,Unknown,40923,10.26.2.166
22940,3e:b5:7d:04:33:a1,-86,1741727883172,Unknown,39500,10.26.2.196
22941,49:cd:60:a6:b1:c5,-66,1741727883640,Unknown,39545,10.26.2.133
22942,7d:ef:fe:22:87:51,-70,1741727883654,Unknown,39546,10.26.2.133
22943,52:c3:88:1d:6d:a3,-95,1741727883097,Unknown,39469,10.26.2.131
22944,6b:39:48:3c:55:5b,-62,1741727883451,Unknown,40339,10.26.2.134
22945,3e:b5:7d:04:33:a1,-86,1741727883172,Unknown,39500,10.26.2.196
22946,49:cd:60:a6:b1:c5,-66,1741727883640,Unknown,39545,10.26.2.133
22947,52:c3:88:1d:6d:a3,-95,1741727883097,Unknown,39469,10.26.2.131
22948,7d:ef:fe:22:87:51,-70,1741727883654,Unknown,39546,10.26.2.133
22949,6b:39:48:3c:55:5b,-62,1741727883451,Unknown,40339,10.26.2.134
22950,a8:a2:37:7c:50:11,-86,1741727883462,Unknown,40340,10.26.2.134
22951,49:cd:60:a6:b1:c5,-56,1741727883470,Unknown,40341,10.26.2.134
22952,3b:ba:e2:04:34:1c,-87,1741727883534,Unknown,40924,10.26.2.166
22953,7d:ef:fe:22:87:51,-58,1741727883482,Unknown,40342,10.26.2.134
22954,5a:e0:43:b4:79:2e,-49,1741727883488,Unknown,40343,10.26.2.134
22955,49:cd:60:a6:b1:c5,-67,1741727883542,Unknown,40925,10.26.2.166
22956,7d:ef:fe:22:87:51,-63,1741727883557,Unknown,40926,10.26.2.166
22957,80:c3:ba:12:24:13,-69,1741727883268,Unknown,39501,10.26.2.196
22958,5a:e0:43:b4:79:2e,-77,1741727883724,Unknown,39547,10.26.2.133
22959,44:5e:cd:0f:db:41,-69,1741727883758,Razer Stereo,39548,10.26.2.133
22960,57:58:9d:76:05:c3,-72,1741727883271,Unknown,39502,10.26.2.196
22961,5a:e0:43:b4:79:2e,-78,1741727883627,Unknown,40927,10.26.2.166
22962,28:62:7f:db:04:6c,-91,1741727883274,Unknown,39503,10.26.2.196
22963,58:90:18:81:17:59,-71,1741727883632,Unknown,40928,10.26.2.166
22964,58:90:18:81:17:59,-64,1741727883277,Unknown,39504,10.26.2.196
22965,74:0f:cc:2c:1c:61,-94,1741727883653,Unknown,40929,10.26.2.166
22966,4f:a5:8a:cb:af:89,-64,1741727883278,Unknown,39505,10.26.2.196
22967,58:90:18:81:17:59,-68,1741727883561,Unknown,40344,10.26.2.134
22968,28:62:7f:db:04:6c,-91,1741727883274,Unknown,39503,10.26.2.196
22969,58:90:18:81:17:59,-64,1741727883277,Unknown,39504,10.26.2.196
22970,58:90:18:81:17:59,-71,1741727883632,Unknown,40928,10.26.2.166
22971,4f:a5:8a:cb:af:89,-64,1741727883278,Unknown,39505,10.26.2.196
22972,74:0f:cc:2c:1c:61,-94,1741727883653,Unknown,40929,10.26.2.166
22973,58:90:18:81:17:59,-68,1741727883561,Unknown,40344,10.26.2.134
22974,65:cb:df:35:93:7a,-60,1741727883281,Unknown,39506,10.26.2.196
22975,80:c3:ba:12:24:67,-73,1741727883193,Unknown,39470,10.26.2.131
22976,10:88:89:22:6c:23,-88,1741727883282,Unknown,39507,10.26.2.196
22977,57:58:9d:76:05:c3,-67,1741727883196,Unknown,39471,10.26.2.131
22978,44:5e:cd:0f:db:41,-63,1741727883302,Razer Stereo,39508,10.26.2.196
22979,28:62:7f:db:04:6c,-86,1741727883198,Unknown,39472,10.26.2.131
22980,07:75:e9:d5:4a:d5,-84,1741727883304,Unknown,39509,10.26.2.196
22981,4f:a5:8a:cb:af:89,-69,1741727883201,Unknown,39473,10.26.2.131
22982,65:cb:df:35:93:7a,-63,1741727883203,Unknown,39474,10.26.2.131
22983,44:27:45:89:45:3b,-92,1741727883218,[LG] webOS TV OLED83G4WUA,39475,10.26.2.131
22984,44:5e:cd:0f:db:41,-63,1741727883227,Razer Stereo,39476,10.26.2.131
22985,07:75:e9:d5:4a:d5,-83,1741727883228,Unknown,39477,10.26.2.131
22986,f3:c1:cf:08:36:72,-70,1741727883844,Unknown,39549,10.26.2.133
22987,f3:c1:cf:08:36:72,-63,1741727883673,Unknown,40345,10.26.2.134
22988,80:c3:ba:12:24:13,-81,1741727883295,Unknown,39478,10.26.2.131
22989,2d:33:0c:90:44:01,-84,1741727883297,Unknown,39479,10.26.2.131
22990,53:df:41:06:3b:b4,-79,1741727883692,Unknown,40346,10.26.2.134
22991,79:92:7e:cb:3f:eb,-56,1741727883299,Unknown,39480,10.26.2.131
22992,79:92:7e:cb:3f:eb,-72,1741727883371,Unknown,39510,10.26.2.196
22993,80:c3:ba:12:24:67,-65,1741727883387,Unknown,39511,10.26.2.196
22994,f3:c1:cf:08:36:72,-80,1741727883389,Unknown,39512,10.26.2.196
22995,53:df:41:06:3b:b4,-71,1741727883404,Unknown,39513,10.26.2.196
22996,79:92:7e:cb:3f:eb,-72,1741727883371,Unknown,39510,10.26.2.196
22997,44:5e:cd:0f:db:41,-53,1741727883730,Razer Stereo,40930,10.26.2.166
22998,f3:c1:cf:08:36:72,-66,1741727883312,Unknown,39481,10.26.2.131
22999,53:df:41:06:3b:b4,-67,1741727883329,Unknown,39482,10.26.2.131
23000,7f:5c:7c:60:b2:fa,-81,1741727883331,Unknown,39483,10.26.2.131
23001,f3:c1:cf:08:36:72,-78,1741727883747,Unknown,40931,10.26.2.166
23002,53:df:41:06:3b:b4,-68,1741727883763,Unknown,40932,10.26.2.166
23003,7d:ef:fe:22:87:51,-67,1741727883474,Unknown,39514,10.26.2.196
23004,12:8c:1b:8b:d2:fb,-85,1741727883760,Unknown,40347,10.26.2.134
23005,28:62:7f:db:04:6c,-84,1741727883939,Unknown,39550,10.26.2.133
23006,5a:e0:43:b4:79:2e,-67,1741727883478,Unknown,39515,10.26.2.196
23007,58:05:a3:6a:29:2f,-90,1741727883769,Unknown,40348,10.26.2.134
23008,34:10:4a:7e:96:a6,-89,1741727883770,Unknown,40349,10.26.2.134
23009,62:92:a5:3f:51:81,-87,1741727883789,Jabra Evolve2 85,40350,10.26.2.134
23010,79:9b:16:0b:1e:30,-58,1741727883795,Unknown,40351,10.26.2.134
23011,7d:ef:fe:22:87:51,-63,1741727883398,Unknown,39484,10.26.2.131
23012,a0:d7:f3:22:49:5f,-87,1741727883505,Unknown,39516,10.26.2.196
23013,58:05:a3:6a:29:2f,-90,1741727883769,Unknown,40348,10.26.2.134
23014,34:10:4a:7e:96:a6,-89,1741727883770,Unknown,40349,10.26.2.134
23015,62:92:a5:3f:51:81,-87,1741727883789,Jabra Evolve2 85,40350,10.26.2.134
23016,79:9b:16:0b:1e:30,-58,1741727883795,Unknown,40351,10.26.2.134
23017,7d:ef:fe:22:87:51,-63,1741727883398,Unknown,39484,10.26.2.131
23018,a0:d7:f3:22:49:5f,-87,1741727883505,Unknown,39516,10.26.2.196
23019,79:9b:16:0b:1e:30,-64,1741727883507,Unknown,39517,10.26.2.196
23020,23:ec:9c:a8:32:7b,-81,1741727883416,Unknown,39485,10.26.2.131
23021,12:8c:1b:8b:d2:fb,-77,1741727883833,Unknown,40933,10.26.2.166
23022,5d:b1:bf:bc:18:07,-91,1741727883862,Unknown,40934,10.26.2.166
23023,62:92:a5:3f:51:81,-88,1741727883865,Jabra Evolve2 85,40935,10.26.2.166
23024,1f:f3:a2:25:e7:39,-90,1741727883865,Unknown,40352,10.26.2.134
23025,12:8c:1b:8b:d2:fb,-88,1741727883505,Unknown,39486,10.26.2.131
23026,12:8c:1b:8b:d2:fb,-85,1741727884036,Unknown,39551,10.26.2.133
23027,40:bb:ce:a2:7b:fe,-78,1741727883530,3d0dc6dc,39487,10.26.2.131
23028,12:8c:1b:8b:d2:fb,-88,1741727883580,Unknown,39518,10.26.2.196
23029,7f:9f:03:ac:27:a0,-88,1741727883533,Unknown,39488,10.26.2.131
23030,10:88:89:22:6c:23,-91,1741727883960,Unknown,40936,10.26.2.166
23031,c1:06:9c:02:4d:2d,-86,1741727883537,Unknown,39489,10.26.2.131
23032,40:bb:ce:a2:7b:fe,-83,1741727883594,3d0dc6dc,39519,10.26.2.196
23033,3e:b5:7d:04:33:a1,-86,1741727883595,Unknown,39520,10.26.2.196
23034,c1:06:9c:02:4d:2d,-80,1741727883611,Unknown,39521,10.26.2.196
23035,7f:9f:03:ac:27:a0,-88,1741727883533,Unknown,39488,10.26.2.131
23036,44:5e:cd:0f:db:41,-69,1741727884138,Razer Stereo,39552,10.26.2.133
23037,80:c3:ba:12:24:13,-77,1741727884053,Unknown,40937,10.26.2.166
23038,12:8c:1b:8b:d2:fb,-85,1741727884141,Unknown,39553,10.26.2.133
23039,c1:06:9c:02:4d:2d,-85,1741727884153,Unknown,39554,10.26.2.133
23040,b8:bc:5b:72:2b:0f,-86,1741727883694,Unknown,39522,10.26.2.196
23041,4c:4f:28:51:aa:5c,-62,1741727884167,Unknown,39555,10.26.2.133
23042,51:02:11:6a:65:e4,-82,1741727883606,Unknown,39490,10.26.2.131
23043,6b:1e:4f:4d:fa:64,-84,1741727883609,Bose Flex 2 SoundLink,39491,10.26.2.131
23044,4c:4f:28:51:aa:5c,-62,1741727884167,Unknown,39555,10.26.2.133
23045,51:02:11:6a:65:e4,-82,1741727883606,Unknown,39490,10.26.2.131
23046,4c:4f:28:51:aa:5c,-56,1741727883706,Unknown,39523,10.26.2.196
23047,79:03:7c:09:8f:9c,-79,1741727883707,Unknown,39524,10.26.2.196
23048,4c:4f:28:51:aa:5c,-60,1741727883631,Unknown,39492,10.26.2.131
23049,40:e0:82:56:b4:ca,-68,1741727883711,Unknown,39525,10.26.2.196
23050,4c:4f:28:51:aa:5c,-56,1741727883706,Unknown,39523,10.26.2.196
23051,6b:1e:4f:4d:fa:64,-84,1741727883609,Bose Flex 2 SoundLink,39491,10.26.2.131
23052,79:03:7c:09:8f:9c,-79,1741727883707,Unknown,39524,10.26.2.196
23053,4c:4f:28:51:aa:5c,-60,1741727883631,Unknown,39492,10.26.2.131
23054,40:e0:82:56:b4:ca,-68,1741727883711,Unknown,39525,10.26.2.196
23055,c1:06:9c:02:4d:2d,-88,1741727884056,Unknown,40938,10.26.2.166
23056,77:bc:a9:66:ff:e2,-66,1741727883715,Unknown,39526,10.26.2.196
23057,40:bb:ce:a2:7b:fe,-86,1741727883982,3d0dc6dc,40353,10.26.2.134
23058,23:ec:9c:a8:32:7b,-83,1741727883986,Unknown,40354,10.26.2.134
23059,40:e0:82:56:b4:ca,-60,1741727884170,Unknown,39556,10.26.2.133
23060,63:72:28:10:a0:c4,-89,1741727884173,Unknown,39557,10.26.2.133
23061,80:c3:ba:12:24:13,-66,1741727884175,Unknown,39558,10.26.2.133
